product_id,product_name,brand,category,price,rating,stock,features,description
P1433,Suunto 9 Peak Pro,Suunto,Wearables,499,4.7,150,Outdoor GPS;Durability,Adventure watch
P1434,Polar Grit X2,Polar,Wearables,449,4.7,140,Outdoor Training;GPS,Rugged fitness watch
P1435,Oura Horizon Ring,Oura,Wearables,399,4.8,160,Sleep Tracking;Recovery,Smart ring
P1436,Xiaomi Smart Glasses,Xiaomi,Wearables,199,4.6,180,AR Display;Smart Assistant,Smart wearable glasses
P1437,Rokid Air 2,Rokid,Wearables,399,4.7,120,AR Glasses;Display;Smart Control,Augmented reality glasses
P1438,Meta Quest 4,Meta,VR Devices,599,4.9,200,VR Headset;Mixed Reality;4K per Eye,Next-gen VR headset
P1439,PlayStation VR2 Slim,Sony,VR Devices,449,4.8,180,VR Gaming;4K HDR,PlayStation VR headset
P1440,Valve Index 2,Valve,VR Devices,999,4.9,90,High Fidelity VR;Tracking,Premium PC VR headset
,,,,,,,,
P1441,HP LaserJet M209dw,HP,Printers,149,4.6,200,Laser;WiFi;Compact,Budget office printer
P1442,Epson L3250,Epson,Printers,199,4.7,220,Ink Tank;Wireless;Economy,Home printer
P1443,Brother DCP-T720DW,Brother,Printers,219,4.7,210,Ink Tank;Duplex;WiFi,Efficient printer
P1444,Canon Selphy CP1500,Canon,Printers,129,4.5,180,Photo Printing;Compact,Portable photo printer
P1445,Ricoh SP 230DNw,Ricoh,Printers,159,4.6,170,Laser;Network;Fast Print,Office printer
P1446,Seagate One Touch 5TB,Seagate,Storage,129,4.7,260,External HDD;USB 3.0,Large storage drive
P1447,WD My Passport 4TB,Western Digital,Storage,119,4.6,280,Portable HDD;Backup,Reliable storage drive
P1448,Samsung T7 Shield 4TB,Samsung,Storage,299,4.9,200,Rugged SSD;Fast Transfer,Durable external SSD
P1449,Crucial X9 Pro 2TB,Crucial,Storage,179,4.7,230,USB-C SSD;Portable,Fast storage drive
P1450,Kingston NV2 1TB,Kingston,Storage,89,4.6,300,NVMe SSD;High Speed,Internal storage drive
P1451,Google Nest Wifi Pro 2,Google,Networking,249,4.7,180,WiFi 6E;Mesh;Smart Control,Next-gen home mesh WiFi system
P1452,TP-Link Archer BE800,TP-Link,Networking,399,4.8,150,WiFi 7;Quad Band;High Speed,Ultra-fast router for modern homes
P1453,Netgear Orbi 970,Netgear,Networking,899,4.9,90,WiFi 7;Mesh;Enterprise Grade,Premium whole-home network system
P1454,ASUS ZenWiFi XT12,ASUS,Networking,349,4.7,160,WiFi 6;Mesh;Security,High-performance mesh router
P1455,D-Link Eagle Pro AI AXE5400,D-Link,Networking,199,4.5,200,WiFi 6E;AI Optimization,Smart home networking router
,,,,,,,,
P1456,Apple HomePod Mini 2,Apple,Smart Home,129,4.7,220,Spatial Audio;Siri;Smart Hub,Compact smart speaker
P1457,Amazon Echo Dot 6,Amazon,Smart Home,59,4.6,300,Alexa;Voice Control;Smart Home,Entry-level smart speaker
P1458,Google Nest Mini 3,Google,Smart Home,49,4.5,350,Google Assistant;Compact,Smart voice assistant speaker
P1459,Philips Smart Bulb White+,Philips,Smart Home,19,4.4,500,Smart Lighting;App Control,Smart LED bulb
P1460,Wyze Cam Pan v3,Wyze,Smart Home,59,4.6,260,360 Camera;Night Vision;App Control,Smart security camera
,,,,,,,,
P1461,Tesla Model S Plaid Charger,Tesla,Automotive,699,4.9,80,Ultra Fast Charging;EV Support,High-power EV charging system
P1462,BMW i Wallbox Pro,BMW,Automotive,799,4.8,70,EV Charger;Smart Control,Home EV charging station
P1463,Shell Recharge EV Unit,Shell,Automotive,499,4.6,120,Fast Charging;Universal EV,EV charging solution
P1464,Michelin CrossClimate 3,Michelin,Automotive,199,4.8,200,All Season;High Grip,Premium tire
P1465,Goodyear Assurance MaxLife,Goodyear,Automotive,149,4.6,240,Long Life Tire;Fuel Efficient,Durable car tire
,,,,,,,,
P1466,LG DualCool AI AC 2T,LG,Home Appliances,699,4.8,180,AI Cooling;Energy Saving,Smart air conditioner
P1467,Daikin Neo Split AC 2T,Daikin,Home Appliances,749,4.9,160,Fast Cooling;Silent Mode,Premium AC system
P1468,Whirlpool FreshCare Dryer,Whirlpool,Home Appliances,499,4.7,140,Clothes Dryer;Energy Efficient,Smart laundry dryer
P1469,IFB Top Load Washer Pro,IFB,Home Appliances,429,4.6,170,Smart Wash;Auto Clean,Automatic washing machine
P1470,Kent Alkaline RO Plus,Kent,Home Appliances,249,4.7,260,RO+UV;Mineral Boost,Water purifier system
,,,,,,,,
P1471,SteelSeries Rival 5 Pro,SteelSeries,Accessories,99,4.6,240,Gaming Mouse;RGB;Precision Sensor,Multi-genre gaming mouse
P1472,Razer BlackWidow V5,Razer,Accessories,169,4.8,210,Mechanical;RGB;Macro Keys,Pro gaming keyboard
P1473,Corsair HS80 Max,Corsair,Headphones,149,4.7,200,Gaming Audio;Wireless;Dolby,Premium gaming headset
P1474,Logitech G Pro X 2,Logitech,Headphones,199,4.8,220,Pro Gaming;Wireless;Blue Voice,Esports headset
P1475,JBL Flip 7,JBL,Speakers,129,4.7,260,Portable;Bass Boost;Waterproof,Compact Bluetooth speaker
,,,,,,,,
P1476,Sony WF-1000XM6,Sony,Headphones,279,4.9,200,ANC;Hi-Res Audio;Wireless,Premium earbuds
P1477,Bose QuietComfort Earbuds III,Bose,Headphones,299,4.9,180,ANC;Spatial Audio;Comfort Fit,Noise cancelling earbuds
P1478,Apple AirPods Pro 3,Apple,Headphones,249,4.8,300,ANC;H2 Chip;Spatial Audio,Apple premium earbuds
P1479,Samsung Galaxy Buds 3 Pro,Samsung,Headphones,229,4.7,250,ANC;AI Sound;Wireless,Smart earbuds
P1480,Nothing Ear 3,Nothing,Headphones,179,4.6,260,Transparent Design;ANC;Hi-Fi,Unique design earbuds
,,,,,,,,
P1481,Meta Quest 4 Pro,Meta,VR Devices,799,4.9,180,Mixed Reality;4K per Eye;AI Tracking,Advanced VR headset
P1482,Apple Vision Air,Apple,VR Devices,1499,4.9,120,Spatial Computing;AR/VR;Ultra Display,Next-gen Apple spatial device
P1483,Sony XR VR2 Elite,Sony,VR Devices,599,4.8,160,4K VR;Gaming;HDR,PlayStation VR system
P1484,HTC Vive Focus 4,HTC,VR Devices,999,4.8,140,Standalone VR;Enterprise;6DoF,Professional VR headset
P1485,Pico 5 Ultra,Pico,VR Devices,699,4.7,150,VR Gaming;High Resolution,Standalone VR device
,,,,,,,,
P1486,Seagate IronWolf 8TB,Seagate,Storage,199,4.7,220,NAS Drive;High Reliability,Enterprise storage drive
P1487,WD Black SN850X 2TB,Western Digital,Storage,179,4.8,240,NVMe SSD;Gaming;Ultra Fast,High-performance SSD
P1488,Samsung 990 Pro 4TB,Samsung,Storage,329,4.9,200,PCIe 4.0;High Speed,Premium SSD storage
P1489,Crucial P5 Plus 2TB,Crucial,Storage,149,4.7,260,NVMe SSD;Fast Read/Write,Performance SSD
P1490,Kingston XS2000 4TB,Kingston,Storage,229,4.8,230,Portable SSD;USB-C;Compact,Fast external storage
,,,,,,,,
P1491,Canon Zoemini S2,Canon,Cameras,179,4.5,240,Instant Print;Compact;Bluetooth,Portable photo printer camera
P1492,Sony RX1R III,Sony,Cameras,3299,4.9,80,Full Frame;Fixed Lens;High Detail,Premium compact camera
P1493,Nikon Z30 Pro,Nikon,Cameras,799,4.7,160,4K Video;Vlogging;Lightweight,Creator camera
P1494,Fujifilm Instax Wide Evo,Fujifilm,Cameras,199,4.6,300,Instant Film;Creative Modes,Instant photography camera
P1495,GoPro Hero 16 Black,GoPro,Cameras,649,4.9,200,6K Video;AI Tracking;HyperSmooth,Next-gen action camera
,,,,,,,,
P1496,ASUS ProArt StudioBook 16,ASUS,Laptops,2199,4.9,90,RTX 4070;OLED;Creator Tools,Professional design laptop
P1497,Dell Precision 7780,Dell,Laptops,2999,4.9,70,Workstation;RTX A5000;Ultra 9,Engineering workstation laptop
P1498,HP ZBook Fury 16 G11,HP,Laptops,2799,4.8,80,RTX 4090;32GB RAM;Pro GPU,High-end workstation laptop
P1499,Lenovo ThinkPad P1 Gen 7,Lenovo,Laptops,2399,4.8,85,Workstation;OLED;RTX 4070,Mobile workstation laptop
P1500,Razer Blade Studio 18,Razer,Laptops,3299,4.9,60,RTX 4090;32GB RAM;Creator Focus,Ultimate creator gaming laptop
